ANO,IBGE7,NOME,TTREVA_EF_TOTAL,TTREVA_EM_TOTAL,TXMOINF,TXBRUTAMORT,TXCOBPLP,PINTERDRSAI,REN_PIBPC_D,REN_PVAAGR,REN_PVAIND,POP_TOT
2014,4311734,Mampituba,2.10,13.60,0.00,4.54,0.32,0.00,11.04,42.77,5.90,3085
2014,4311759,Manoel Viana,2.00,10.70,30.77,7.49,2.16,2.59,18.44,49.43,5.21,7347
2014,4311775,Maquiné,3.30,11.40,0.00,9.07,1.86,0.61,11.05,23.70,14.77,7053
2014,4311791,Maratá,3.50,3.70,,8.68,10.80,0.60,28.83,30.92,32.79,2649
2014,4311809,Marau,1.10,10.00,11.39,4.43,38.65,0.12,32.93,9.84,42.21,39693
2014,4311908,Marcelino Ramos,2.90,7.10,20.83,7.69,8.14,5.88,14.59,30.12,9.44,5074
2014,4311981,Mariana Pimentel,1.60,15.00,0.00,9.46,3.37,0.00,10.78,37.79,4.00,3913
2014,4312005,Mariano Moro,0.00,1.40,,7.20,4.00,4.71,17.06,47.99,3.78,2223
2014,4312054,Marques de Souza,2.50,12.90,0.00,12.23,8.77,4.41,13.86,34.10,8.34,4171
2014,4312104,Mata,3.50,11.40,22.73,8.69,2.22,0.53,13.54,34.27,9.11,5178
2014,4312138,Mato Castelhano,8.00,4.70,,10.53,4.49,1.30,29.92,58.70,3.79,2563
2014,4312153,Mato Leitão,1.60,7.90,0.00,5.53,7.52,3.58,25.79,14.13,42.80,4161
2014,4312179,Mato Queimado,0.90,11.30,45.45,9.40,1.16,9.04,19.40,56.60,3.25,1808
2014,4312203,Maximiliano de Almeida,2.40,11.00,0.00,7.55,6.39,5.71,13.51,32.25,5.57,4901
2014,4312252,Minas do Leão,2.20,14.80,8.77,7.77,12.81,0.42,12.95,32.38,9.66,7984
2014,4312302,Miraguaí,2.10,12.00,0.00,8.43,3.61,2.70,19.75,27.23,28.18,4985
2014,4312351,Montauri,0.00,13.40,0.00,12.16,4.29,1.08,24.32,56.60,7.20,1562
2014,4312377,Monte Alegre dos Campos,4.90,11.00,0.00,5.57,0.99,5.11,12.00,43.50,3.87,3229
2014,4312385,Monte Belo do Sul,1.90,2.60,,9.96,30.72,2.55,34.66,18.72,45.22,2712
2014,4312401,Montenegro,1.90,7.40,10.99,6.82,51.43,1.34,34.89,2.31,44.75,62861
2014,4312427,Mormaço,0.80,9.40,0.00,7.17,3.21,0.49,20.72,40.78,4.21,2928
2014,4312443,Morrinhos do Sul,0.30,5.60,0.00,5.61,1.28,0.00,13.14,39.95,4.09,3209
2014,4312450,Morro Redondo,3.40,10.40,0.00,10.75,4.36,2.00,10.28,18.87,18.56,6509
2014,4312476,Morro Reuter,0.60,8.90,0.00,6.94,14.20,0.87,17.70,14.83,31.45,6056
2014,4312500,Mostardas,4.60,8.50,8.20,7.41,2.98,0.53,19.81,49.24,6.04,12679
2014,4312609,Muçum,1.10,4.80,0.00,10.44,23.15,0.49,34.07,8.43,46.58,4980
2014,4312617,Muitos Capões,4.50,7.90,25.64,6.40,3.49,0.55,94.00,72.74,4.93,3127
2014,4312625,Muliterno,3.50,7.70,45.45,8.99,2.54,5.29,16.65,49.17,5.58,1890
2014,4312658,Não-Me-Toque,1.70,9.60,18.02,6.39,12.73,9.55,50.38,7.90,40.51,16894
2014,4312674,Nicolau Vergueiro,3.00,7.00,0.00,6.25,3.86,0.75,28.70,48.61,3.66,1760
2014,4312708,Nonoai,2.50,8.90,0.00,7.95,7.52,4.70,17.81,23.39,7.49,12321
2014,4312757,Nova Alvorada,0.30,6.90,0.00,7.05,2.76,0.00,30.02,38.07,4.29,3404
2014,4312807,Nova Araçá,1.00,5.00,18.52,5.30,22.86,0.38,39.78,12.95,50.45,4339
2014,4312906,Nova Bassano,0.70,4.00,11.76,4.99,30.12,4.84,72.25,10.73,62.08,9412
2014,4312955,Nova Boa Vista,0.00,0.00,0.00,9.16,1.17,0.60,28.00,39.64,15.08,1965
2014,4313003,Nova Bréscia,2.30,3.80,0.00,4.82,8.16,6.44,19.02,44.61,8.16,3320
2014,4313011,Nova Candelária,1.60,7.30,0.00,5.32,1.99,4.21,31.76,38.58,28.57,2817
2014,4313037,Nova Esperança do Sul,0.60,13.20,0.00,6.79,1.30,1.04,18.61,12.24,37.18,5006
2014,4313060,Nova Hartz,1.60,10.80,16.67,6.20,3.46,0.47,28.81,0.34,57.13,19834
2014,4313086,Nova Pádua,0.00,1.40,,5.88,51.04,0.00,17.56,38.59,9.79,2551
2014,4313102,Nova Palma,1.50,4.40,14.49,7.90,5.05,11.63,23.17,24.59,6.67,6579
2014,4313201,Nova Petrópolis,1.50,11.20,20.41,8.19,35.54,1.35,23.75,5.36,28.60,20275
2014,4313300,Nova Prata,0.80,6.80,12.38,5.73,24.86,1.80,26.84,6.33,37.98,24785
2014,4313334,Nova Ramada,1.20,6.90,0.00,6.52,12.68,2.47,27.06,50.98,2.83,2453
2014,4313359,Nova Roma do Sul,1.50,2.80,0.00,5.93,37.48,0.00,23.19,30.16,22.79,3543
2014,4313375,Nova Santa Rita,3.60,22.80,10.50,6.05,21.83,0.28,33.67,2.33,31.32,25293
2014,4313391,Novo Cabrais,2.00,6.40,0.00,6.64,1.33,2.63,15.01,46.75,3.73,4067
2014,4313409,Novo Hamburgo,3.20,10.50,9.36,6.93,32.25,0.57,24.75,0.24,25.38,248251
2014,4313425,Novo Machado,4.50,8.80,0.00,8.79,7.37,1.31,19.47,50.38,3.83,3866
2014,4313441,Novo Tiradentes,0.40,5.30,0.00,5.59,1.20,2.03,14.36,48.16,2.86,2325
2014,4313466,Novo Xingu,0.60,4.30,,8.90,1.56,1.44,18.61,47.59,4.67,1798
2014,4313490,Novo Barreiro,2.50,13.90,18.87,5.06,2.07,2.83,13.56,42.47,5.05,4150
2014,4313508,Osório,2.00,9.30,5.06,6.19,11.91,0.40,20.97,2.10,17.13,43586
2014,4313607,Paim Filho,1.80,5.10,,7.30,3.70,1.59,16.75,45.26,6.57,4248
2014,4313656,Palmares do Sul,2.30,14.40,7.41,7.99,5.65,1.17,20.86,33.59,9.30,11393
2014,4313706,Palmeira das Missões,2.10,9.70,6.16,6.22,7.05,2.80,24.04,31.15,9.87,35045
2014,4313805,Palmitinho,1.00,11.20,10.75,6.42,7.96,3.19,17.43,28.54,19.43,7163
2014,4313904,Panambi,0.60,10.70,13.75,6.49,16.46,2.57,36.28,5.47,43.38,40804
2014,4313953,Pantano Grande,2.10,13.80,0.00,7.52,5.11,0.70,20.35,27.96,20.86,9979
2014,4314001,Paraí,0.50,5.80,14.93,5.65,18.18,3.01,26.26,20.69,31.03,7257
2014,4314027,Paraíso do Sul,1.20,5.00,34.48,8.78,1.06,0.95,13.21,43.49,4.63,7632
2014,4314035,Pareci Novo,2.00,9.50,0.00,7.02,11.82,1.16,15.70,31.79,5.04,3706
2014,4314050,Parobé,2.80,10.70,8.82,5.27,9.13,1.59,15.75,0.45,37.03,55056
2014,4314068,Passa Sete,1.20,11.60,0.00,6.60,2.11,7.49,12.17,47.40,3.92,5457
2014,4314076,Passo do Sobrado,1.80,13.20,45.45,8.52,5.74,1.79,17.38,42.76,11.38,6340
2014,4314100,Passo Fundo,2.60,12.50,9.59,6.68,20.28,0.57,29.72,1.98,16.45,195620
2014,4314134,Paulo Bento,2.00,12.00,0.00,7.42,3.84,0.87,23.12,44.70,17.75,2291
2014,4314159,Paverama,1.90,4.70,0.00,7.97,2.73,1.31,14.13,35.57,19.10,8410
2014,4314175,Pedras Altas,3.60,24.10,0.00,4.52,1.13,2.94,23.17,58.14,3.07,2210
2014,4314209,Pedro Osório,1.80,11.30,10.53,10.23,5.30,2.08,11.64,30.44,7.22,8017
2014,4314308,Pejuçara,2.50,12.80,0.00,2.71,12.70,5.04,36.06,50.74,4.18,4062
2014,4314407,Pelotas,3.00,13.10,13.55,9.09,15.45,0.27,15.32,3.18,13.05,342053
2014,4314423,Picada Café,0.50,3.50,17.86,7.09,16.55,0.96,49.98,2.38,60.95,5498
2014,4314456,Pinhal,0.60,5.00,0.00,5.37,3.07,2.75,18.27,44.60,15.05,2606
2014,4314464,Pinhal da Serra,2.70,4.80,41.67,4.68,1.50,1.38,82.63,18.05,66.52,2138
2014,4314472,Pinhal Grande,1.20,9.60,24.39,5.25,1.47,4.40,24.68,47.36,7.06,4568
2014,4314498,Pinheirinho do Vale,2.10,12.20,22.73,4.01,6.08,5.65,12.33,47.62,5.01,4739
2014,4314506,Pinheiro Machado,2.50,16.90,36.70,9.15,8.73,5.19,15.02,16.90,25.21,13011
2014,4314548,Pinto Bandeira,0.80,9.00,0.00,5.00,,0.00,10.17,37.51,8.87,2800
2014,4314555,Pirapó,1.10,4.40,0.00,8.50,0.48,0.68,12.91,42.38,2.69,2707
2014,4314605,Piratini,2.20,13.80,16.30,9.39,1.96,4.84,11.86,37.48,5.01,20664
2014,4314704,Planalto,2.50,11.70,15.38,6.91,3.75,0.11,11.26,18.57,12.04,10707
2014,4314753,Poço das Antas,1.40,2.40,0.00,8.58,5.00,3.67,22.14,26.23,32.17,2099
2014,4314779,Pontão,2.40,10.20,28.57,5.27,2.71,3.60,28.61,51.89,4.72,3984
2014,4314787,Ponte Preta,0.70,10.00,0.00,6.31,1.89,0.00,19.92,54.04,4.14,1743
2014,4314803,Portão,3.10,8.20,13.95,5.56,22.13,0.57,26.81,3.31,41.95,33615
2014,4314902,Porto Alegre,2.90,13.80,9.75,7.95,47.22,1.21,34.21,0.04,12.90,1472482
2014,4315008,Porto Lucena,2.70,9.90,0.00,11.75,3.08,13.68,11.62,35.25,3.62,5360
2014,4315057,Porto Mauá,2.40,3.60,55.56,7.01,8.76,2.63,13.76,42.50,2.96,2568
2014,4315073,Porto Vera Cruz,3.60,5.10,0.00,11.90,0.57,2.27,13.55,39.92,6.01,1764
2014,4315107,Porto Xavier,1.40,6.80,14.18,10.76,1.88,0.13,9.23,13.78,4.26,10779
2014,4315131,Pouso Novo,2.10,5.00,,9.13,2.31,0.75,16.84,47.52,2.38,1862
2014,4315149,Presidente Lucena,0.40,1.90,0.00,4.11,4.78,0.98,26.10,9.43,45.01,2679
2014,4315156,Progresso,3.10,14.00,44.44,8.79,5.54,3.23,13.82,42.46,6.03,6368
2014,4315172,Protásio Alves,1.00,1.80,0.00,5.87,4.84,0.67,18.37,57.85,5.52,2044
2014,4315206,Putinga,1.00,3.70,0.00,6.90,3.83,1.31,15.73,48.21,10.19,4200
2014,4315305,Quaraí,2.10,13.60,3.27,7.58,3.48,0.74,12.11,26.53,4.71,23604
2014,4315313,Quatro Irmãos,0.50,12.20,95.24,7.04,2.98,1.23,37.30,60.15,3.92,1846
2014,4315321,Quevedos,2.20,5.00,0.00,6.40,0.89,5.56,34.71,59.32,3.56,2812
2014,4315354,Quinze de Novembro,1.50,5.20,0.00,10.26,7.60,0.00,26.60,42.65,5.68,3803
2014,4315404,Redentora,4.70,15.80,18.87,6.40,3.49,5.33,9.71,39.61,3.00,10938
2014,4315453,Relvado,1.00,4.00,83.33,6.36,7.36,3.05,16.39,47.84,3.99,2200
2014,4315503,Restinga Seca,3.00,7.30,0.00,8.93,8.61,4.30,16.95,38.61,10.15,16345
2014,4315552,Rio dos Índios,2.90,8.20,,5.76,4.12,4.95,14.42,41.22,3.41,3473
2014,4315602,Rio Grande,2.80,14.00,11.49,8.68,36.51,0.54,27.96,2.62,27.74,207036
2014,4315701,Rio Pardo,2.40,10.30,14.67,9.23,9.09,0.27,15.07,33.21,10.21,38899
2014,4315750,Riozinho,3.90,13.20,23.26,6.37,1.52,0.51,19.77,3.49,47.84,4552
2014,4315800,Roca Sales,0.90,12.60,28.85,6.78,25.48,0.67,28.43,12.16,48.08,10909
2014,4315909,Rodeio Bonito,1.70,5.90,13.70,5.55,3.98,3.27,17.77,26.97,12.26,5949
2014,4315958,Rolador,0.70,9.30,55.56,4.30,0.23,1.46,22.95,60.46,3.28,2556
2014,4316006,Rolante,3.00,6.40,10.87,7.62,5.56,0.86,18.11,3.21,36.54,20599
2014,4316105,Ronda Alta,2.30,4.30,28.85,8.28,2.39,4.43,18.52,27.37,5.63,10633
2014,4316204,Rondinha,0.90,2.80,16.67,7.54,2.21,1.23,18.99,47.59,3.94,5569
2014,4316303,Roque Gonzales,2.90,3.40,17.86,7.38,2.45,14.36,12.51,36.38,4.33,7313
2014,4316402,Rosário do Sul,2.20,11.30,7.50,8.21,3.56,2.51,14.69,27.36,6.74,40798
2014,4316428,Sagrada Família,3.80,12.20,0.00,4.49,0.75,2.74,15.39,44.04,4.89,2675
2014,4316436,Saldanha Marinho,0.90,11.80,0.00,3.81,5.12,0.62,28.66,39.35,3.16,2890
2014,4316451,Salto do Jacuí,3.50,12.70,13.42,5.16,9.00,3.35,15.03,30.15,7.06,12395
2014,4316477,Salvador das Missões,0.00,3.10,0.00,7.95,2.53,0.93,24.79,29.28,13.89,2766
2014,4316501,Salvador do Sul,0.90,9.10,0.00,5.79,21.31,0.66,29.11,27.05,20.17,7251
2014,4316600,Sananduva,1.00,10.90,18.29,5.78,6.93,0.43,21.79,25.05,12.89,16086
2014,4316709,Santa Bárbara do Sul,0.90,9.50,17.24,9.27,6.45,6.28,43.65,40.54,5.79,8847
2014,4316733,Santa Cecília do Sul,4.90,0.00,,4.12,1.59,2.92,29.87,63.85,2.84,1699
2014,4316758,Santa Clara do Sul,1.90,9.30,0.00,7.02,10.30,0.79,28.08,9.67,50.88,6127
2014,4316808,Santa Cruz do Sul,1.30,9.20,7.97,7.38,30.12,1.27,50.13,2.56,35.64,125353
2014,4316907,Santa Maria,1.90,12.00,9.69,7.05,19.69,0.52,18.55,2.73,12.91,274838
2014,4316956,Santa Maria do Herval,2.70,7.00,0.00,6.02,5.43,0.29,22.15,14.16,40.14,6312
2014,4316972,Santa Margarida do Sul,5.40,9.50,0.00,5.64,0.20,0.00,41.44,61.80,7.92,2483
2014,4317004,Santana da Boa Vista,2.30,4.70,44.12,8.05,0.94,0.47,12.20,45.08,3.99,8444
2014,4317103,Sant&apos;Ana do Livramento,3.40,14.00,10.66,9.17,8.01,1.04,13.78,16.59,4.32,83324
2014,4317202,Santa Rosa,1.10,6.50,12.33,6.56,18.00,4.69,25.50,4.60,27.16,71961
2014,4317251,Santa Tereza,0.70,2.50,,8.42,15.78,0.00,15.76,41.56,6.94,1781
2014,4317301,Santa Vitória do Palmar,1.30,15.50,15.04,8.47,5.11,1.44,19.66,43.23,7.02,31524
2014,4317400,Santiago,1.20,6.40,10.89,8.10,7.94,1.10,14.92,13.25,8.14,50622
2014,4317509,Santo Ângelo,1.70,9.70,7.85,7.76,15.65,2.13,18.68,6.53,15.99,78908
2014,4317558,Santo Antônio do Palma,1.00,5.30,0.00,6.37,2.73,0.58,25.48,54.14,9.61,2199
2014,4317608,Santo Antônio da Patrulha,2.10,9.50,4.45,6.92,7.73,0.54,19.98,8.79,35.45,41784
2014,4317707,Santo Antônio das Missões,2.30,6.60,0.00,7.03,1.89,0.18,16.01,44.83,5.08,11241
2014,4317756,Santo Antônio do Planalto,2.10,7.90,0.00,6.81,3.07,0.57,29.17,53.48,3.81,2055
2014,4317806,Santo Augusto,0.90,7.90,5.05,8.22,10.09,1.90,22.32,31.57,7.66,14357
2014,4317905,Santo Cristo,1.30,8.40,12.42,7.99,5.33,0.14,21.72,27.11,10.80,14767
2014,4317954,Santo Expedito do Sul,2.60,2.60,0.00,6.01,1.88,8.81,18.57,52.12,4.25,2494
2014,4318002,São Borja,1.50,9.80,19.05,8.78,4.68,4.16,18.78,20.59,13.75,63089
2014,4318051,São Domingos do Sul,1.40,1.90,0.00,7.85,4.97,1.55,14.28,36.39,12.70,3056
2014,4318101,São Francisco de Assis,1.40,10.10,0.00,9.31,3.94,0.14,13.63,36.84,4.61,19556
2014,4318200,São Francisco de Paula,3.20,16.10,19.16,7.31,7.22,0.06,16.68,38.69,9.13,21482
2014,4318309,São Gabriel,4.20,13.20,15.69,8.04,3.70,0.58,16.01,22.51,9.16,62692
2014,4318408,São Jerônimo,3.00,11.80,17.36,9.32,18.67,1.50,16.38,13.70,16.73,23399
2014,4318424,São João da Urtiga,1.70,7.10,23.81,9.49,2.02,0.26,18.91,44.01,4.18,4846
2014,4318432,São João do Polêsine,2.10,13.80,0.00,11.68,13.00,2.78,19.09,19.85,9.99,2654
2014,4318440,São Jorge,0.40,8.40,0.00,3.86,7.44,2.16,19.03,44.83,7.58,2848
2014,4318457,São José das Missões,0.00,3.00,0.00,4.37,0.91,2.65,13.69,41.69,3.47,2748
2014,4318465,São José do Herval,3.60,11.70,0.00,8.18,1.50,4.71,15.74,40.28,4.75,2201
2014,4318481,São José do Hortêncio,1.20,11.20,0.00,6.11,4.25,1.00,21.21,10.98,43.47,4419
2014,4318499,São José do Inhacorá,1.00,3.30,0.00,11.67,16.83,2.17,25.79,36.66,18.75,2228
2014,4318507,São José do Norte,2.60,14.60,6.90,7.49,7.95,1.08,9.35,17.96,9.35,26853
2014,4318606,São José do Ouro,2.00,5.50,28.17,6.04,5.10,9.33,28.51,28.38,7.42,7116
2014,4318614,São José do Sul,3.10,9.10,0.00,5.36,14.91,0.00,18.57,43.76,11.38,2240
2014,4318622,São José dos Ausentes,2.00,11.80,,5.50,3.79,1.65,17.35,43.79,7.78,3456
2014,4318705,São Leopoldo,2.70,13.90,12.41,7.18,36.02,0.69,23.39,0.05,28.31,226988
2014,4318804,São Lourenço do Sul,2.40,16.80,18.63,8.33,9.63,1.28,15.79,31.42,7.97,44520
2014,4318903,São Luiz Gonzaga,1.30,9.30,12.02,8.02,5.94,0.12,19.35,22.17,7.83,35266
2014,4319000,São Marcos,1.10,8.10,12.61,6.77,55.18,6.05,22.08,5.91,33.05,21117
2014,4319109,São Martinho,2.00,6.40,21.74,8.56,6.16,3.28,22.63,34.02,7.80,5844
2014,4319125,São Martinho da Serra,3.40,6.00,32.26,6.96,1.09,0.76,35.75,61.79,3.73,3305
2014,4319158,São Miguel das Missões,4.90,15.40,33.71,9.33,3.55,1.11,34.04,55.09,4.20,7714
2014,4319208,São Nicolau,1.10,10.10,21.28,7.64,1.51,0.38,12.51,38.02,3.87,5762
2014,4319307,São Paulo das Missões,2.00,5.60,0.00,8.14,3.27,0.00,14.09,38.83,7.55,6385
2014,4319356,São Pedro da Serra,2.40,,52.63,5.91,15.67,0.86,13.27,24.00,20.11,3554
2014,4319364,São Pedro das Missões,1.80,10.30,,7.59,0.81,3.36,20.68,43.05,2.96,1977
2014,4319372,São Pedro do Butiá,1.00,8.20,0.00,6.38,3.22,0.00,18.59,50.15,6.03,2979
2014,4319406,São Pedro do Sul,1.40,14.90,6.54,9.58,4.99,0.88,14.23,21.04,15.52,16802
2014,4319505,São Sebastião do Caí,3.70,15.60,8.50,7.55,15.54,0.80,18.39,3.63,23.03,24517
2014,4319604,São Sepé,2.20,14.10,12.35,8.30,3.78,2.61,20.92,34.14,9.74,24448
2014,4319703,São Valentim,2.40,0.80,26.32,9.06,4.70,0.35,17.90,29.64,14.55,3642
2014,4319711,São Valentim do Sul,1.00,5.70,0.00,6.21,7.32,2.27,16.12,38.76,13.05,2253
2014,4319737,São Valério do Sul,8.90,9.40,33.33,4.00,1.06,1.05,12.71,49.92,3.54,2748
2014,4319752,São Vendelino,1.60,5.40,47.62,7.12,12.81,1.64,19.87,8.95,35.48,2107
2014,4319802,São Vicente do Sul,2.10,7.20,0.00,6.04,6.34,0.36,19.15,44.13,5.81,8771
2014,4319901,Sapiranga,2.20,20.00,8.34,6.03,9.84,0.44,24.82,0.19,43.03,79152
2014,4320008,Sapucaia do Sul,1.90,12.90,8.45,6.61,31.79,0.30,16.64,0.15,38.70,137750
2014,4320107,Sarandi,1.20,13.70,14.44,6.00,5.99,0.86,24.55,10.64,22.65,22840
2014,4320206,Seberi,2.80,18.80,12.05,6.98,3.53,4.24,18.92,28.50,8.91,11176
2014,4320230,Sede Nova,1.90,5.80,,8.14,4.69,2.24,20.70,43.85,5.75,3070
2014,4320263,Segredo,1.80,13.60,17.24,6.11,1.44,1.33,11.80,49.56,4.11,7366
2014,4320305,Selbach,1.30,7.20,0.00,7.81,3.96,9.70,27.91,31.30,10.22,5124
2014,4320321,Senador Salgado Filho,0.30,4.40,0.00,7.27,1.70,4.30,19.80,44.96,6.60,2887
2014,4320354,Sentinela do Sul,2.10,13.30,0.00,7.87,1.26,0.60,11.72,34.19,7.83,5463
2014,4320404,Serafina Corrêa,0.20,12.90,5.38,4.93,29.56,1.43,28.88,11.75,35.71,15614
2014,4320453,Sério,7.20,15.50,0.00,6.65,1.68,0.00,13.28,52.27,4.90,2256
2014,4320503,Sertão,1.40,3.20,0.00,9.80,6.09,1.49,28.29,55.81,6.28,6225
2014,4320552,Sertão Santana,0.70,13.60,,8.38,3.75,0.56,16.78,26.76,15.10,6207
2014,4320578,Sete de Setembro,1.40,6.70,0.00,7.47,1.12,1.49,18.56,56.09,3.74,2142
2014,4320602,Severiano de Almeida,0.80,5.70,0.00,6.15,4.97,14.95,17.42,39.64,5.15,3902
2014,4320651,Silveira Martins,2.40,14.80,0.00,9.23,6.54,0.00,13.10,30.20,5.99,2491
2014,4320677,Sinimbu,2.40,12.50,0.00,7.60,5.66,5.09,13.50,39.52,4.24,10395
2014,4320701,Sobradinho,1.00,9.40,5.24,6.91,8.77,6.59,16.51,12.79,9.89,14904
2014,4320800,Soledade,1.90,12.10,7.75,7.69,7.48,2.13,15.79,17.62,14.10,31207
2014,4320859,Tabaí,1.20,3.10,0.00,5.20,6.62,1.15,13.33,43.65,4.41,4424
2014,4320909,Tapejara,1.20,10.50,20.91,6.74,6.97,2.50,25.36,10.86,35.76,21224
2014,4321006,Tapera,1.10,6.90,8.06,7.22,4.97,0.12,23.80,14.29,18.27,10796
2014,4321105,Tapes,3.20,10.90,5.46,7.68,7.32,0.33,13.36,27.01,8.47,17315
2014,4321204,Taquara,2.60,7.60,11.07,8.13,14.97,0.68,15.71,1.76,22.59,57072
2014,4321303,Taquari,1.90,10.10,5.60,8.82,20.04,1.94,18.81,10.88,34.10,27084
2014,4321329,Taquaruçu do Sul,1.80,11.30,33.33,7.46,2.59,1.75,21.14,30.35,7.38,3084
2014,4321352,Tavares,4.00,11.20,0.00,6.31,1.95,0.51,10.35,32.54,6.88,5547
2014,4321402,Tenente Portela,2.60,8.50,5.00,6.26,15.08,3.89,16.23,21.97,6.15,14056
2014,4321436,Terra de Areia,5.80,16.10,0.00,8.05,2.80,0.35,11.66,7.44,8.02,10553
2014,4321451,Teutônia,0.60,11.40,2.53,7.05,17.62,1.88,27.20,6.41,35.53,29802
2014,4321469,Tio Hugo,1.80,12.00,0.00,7.26,3.39,0.89,23.49,28.35,4.60,2893
2014,4321477,Tiradentes do Sul,1.70,6.20,0.00,8.08,2.86,2.54,12.33,39.15,4.87,6432
2014,4321493,Toropi,1.80,6.90,,8.34,1.03,0.65,15.24,42.50,3.22,2997
2014,4321501,Torres,1.80,8.10,1.95,7.52,9.97,0.72,18.33,3.94,13.88,36859
2014,4321600,Tramandaí,3.30,16.80,8.55,8.09,9.26,0.66,14.22,1.25,12.16,45744
2014,4321626,Travesseiro,0.60,5.20,0.00,11.31,3.48,3.99,20.57,40.33,26.07,2388
2014,4321634,Três Arroios,0.00,0.00,0.00,8.32,3.92,3.86,35.64,70.74,1.77,2885
2014,4321667,Três Cachoeiras,1.70,6.00,32.52,5.48,3.67,0.46,14.29,11.77,9.57,10761
2014,4321709,Três Coroas,1.80,5.90,9.20,6.47,11.51,2.16,27.52,0.50,53.27,25822
2014,4321808,Três de Maio,0.80,11.00,17.24,7.84,16.51,1.32,24.39,13.81,12.12,24478
2014,4321832,Três Forquilhas,5.00,5.70,0.00,4.42,0.99,0.00,12.33,41.84,5.46,2938
2014,4321857,Três Palmeiras,1.10,13.80,0.00,9.16,2.28,2.45,17.52,40.18,5.19,4478
2014,4321907,Três Passos,1.40,8.90,15.97,9.04,20.85,3.17,18.88,14.05,14.77,24656
2014,4321956,Trindade do Sul,2.70,14.20,0.00,7.21,2.38,4.76,17.51,35.45,13.60,5962
2014,4322004,Triunfo,1.60,16.10,12.01,6.19,17.74,3.53,145.37,1.36,77.03,27638
2014,4322103,Tucunduva,2.50,8.60,19.23,9.49,11.43,0.00,22.72,29.42,4.35,6008
2014,4322152,Tunas,3.20,7.70,0.00,6.99,0.39,4.87,11.13,46.11,3.75,4576
2014,4322186,Tupanci do Sul,2.90,7.30,0.00,8.17,2.07,11.33,21.12,48.86,4.46,1591
2014,4322202,Tupanciretã,3.50,14.70,20.20,8.62,6.81,7.54,31.41,39.91,5.74,23421
2014,4322251,Tupandi,1.00,3.90,15.15,7.89,16.18,1.07,67.23,13.24,57.67,4309
2014,4322301,Tuparendi,3.20,5.20,0.00,10.33,11.70,5.79,20.22,29.79,8.23,8617
2014,4322327,Turuçu,2.00,6.80,0.00,8.05,2.28,1.63,17.47,46.99,4.39,3601
2014,4322343,Ubiretama,1.40,5.30,,7.01,0.44,7.78,16.59,47.44,2.77,2283
2014,4322350,União da Serra,1.70,8.40,,11.85,4.88,0.00,26.66,62.99,3.80,1434
2014,4322376,Unistalda,0.60,5.50,0.00,6.03,0.64,0.74,14.47,48.99,3.32,2489
2014,4322400,Uruguaiana,1.70,10.20,18.91,7.21,8.68,0.54,13.94,17.53,8.61,129580
2014,4322509,Vacaria,2.00,11.00,13.36,7.12,14.77,3.49,21.29,16.94,11.23,64564
2014,4322525,Vale Verde,1.40,15.20,0.00,10.53,2.81,3.70,16.28,53.62,5.64,3420
2014,4322533,Vale do Sol,4.30,16.00,0.00,8.01,7.31,2.75,14.22,44.85,6.10,11608
2014,4322541,Vale Real,2.60,9.80,16.13,6.18,38.43,0.00,14.95,18.51,24.53,5499
2014,4322558,Vanini,0.00,7.30,47.62,5.29,3.03,2.61,19.13,49.08,4.26,2080
2014,4322608,Venâncio Aires,2.20,8.40,6.13,7.45,17.06,3.27,31.82,7.74,45.90,69521
2014,4322707,Vera Cruz,1.60,15.00,17.99,7.21,17.75,4.98,18.90,12.29,25.32,25525
2014,4322806,Veranópolis,0.40,7.30,10.91,7.07,37.89,1.20,32.52,3.92,44.48,24476
2014,4322855,Vespasiano Correa,1.70,4.30,0.00,4.53,9.01,1.89,22.05,57.28,3.75,1986
2014,4322905,Viadutos,1.20,8.30,0.00,8.29,6.75,6.12,20.59,54.37,5.52,5306
2014,4323002,Viamão,2.40,13.00,9.02,7.32,20.94,0.88,9.67,5.05,18.12,251033
2014,4323101,Vicente Dutra,4.80,18.10,0.00,6.84,0.76,3.28,11.99,49.78,4.24,5264
2014,4323200,Victor Graeff,0.90,9.60,0.00,5.84,4.22,9.09,29.67,41.52,7.70,3080
2014,4323309,Vila Flores,0.40,6.00,0.00,6.86,28.18,0.50,38.46,15.09,48.85,3353
2014,4323358,Vila Lângaro,0.90,8.70,0.00,7.74,1.41,2.90,26.44,56.10,7.31,2197
2014,4323408,Vila Maria,0.00,7.00,,6.16,6.13,0.00,33.77,39.99,10.87,4385
2014,4323457,Vila Nova do Sul,1.20,11.10,,7.79,1.22,1.52,15.58,36.02,14.12,4362
2014,4323507,Vista Alegre,1.20,8.10,0.00,7.95,4.63,6.67,17.02,46.04,3.15,2893
2014,4323606,Vista Alegre do Prata,0.60,3.30,,10.54,4.40,2.36,23.91,52.57,3.41,1613
2014,4323705,Vista Gaúcha,1.70,3.50,,5.93,3.52,0.51,16.65,50.23,5.23,2867
2014,4323754,Vitória das Missões,3.70,12.70,0.00,8.32,14.72,3.39,14.64,49.16,3.06,3486
2014,4323770,Westfalia,2.10,6.10,,9.52,8.33,3.57,30.07,33.29,31.76,2940
2014,4323804,Xangri-lá,3.70,16.80,4.48,5.23,9.96,0.29,20.66,0.46,17.35,13951
