ANO,IBGE7,NOME,TTREVA_EF_TOTAL,TTREVA_EM_TOTAL,TXMOINF,TXBRUTAMORT,TXCOBPLP,PINTERDRSAI,REN_PIBPC_D,REN_PVAAGR,REN_PVAIND,POP_TOT
2013,3170057,Ubaporanga,3.20,11.90,19.11,8.01,3.16,1.43,5.96,17.03,4.68,12487
2013,3170107,Uberaba,2.40,12.20,12.00,7.35,33.34,2.22,28.83,6.05,33.13,315360
2013,3170206,Uberlândia,2.30,13.10,8.44,5.36,34.03,1.18,33.29,2.16,30.94,646673
2013,3170305,Umburatiba,4.40,14.50,0.00,5.83,1.38,5.79,10.80,44.96,2.02,2746
2013,3170404,Unaí,1.40,12.90,14.18,4.99,16.10,1.14,22.91,26.79,17.28,81693
2013,3170438,União de Minas,4.70,12.60,16.67,5.11,4.51,26.01,17.76,50.76,6.71,4498
2013,3170479,Uruana de Minas,0.90,7.20,0.00,4.51,2.71,0.00,9.72,33.77,4.56,3326
2013,3170503,Urucânia,2.80,12.20,7.69,6.62,10.05,0.66,12.04,27.63,21.13,10581
2013,3170529,Urucuia,2.20,5.10,7.58,2.27,0.40,0.00,4.48,12.61,4.24,14963
2013,3170578,Vargem Alegre,3.10,4.80,0.00,8.89,2.82,0.76,5.21,10.34,6.30,6635
2013,3170602,Vargem Bonita,1.80,8.90,37.04,5.42,2.26,3.01,10.94,30.52,5.15,2216
2013,3170651,Vargem Grande do Rio Pardo,1.10,3.30,0.00,4.05,0.55,0.39,5.43,18.35,4.08,4942
2013,3170701,Varginha,1.80,8.10,10.07,5.99,43.83,0.23,26.14,0.94,25.18,130139
2013,3170750,Varjão de Minas,1.40,6.70,12.20,5.03,1.16,0.40,17.45,50.24,12.12,6558
2013,3170800,Várzea da Palma,2.00,9.10,29.61,6.10,11.51,2.38,15.17,7.77,42.07,37879
2013,3170909,Varzelândia,3.10,12.20,14.76,4.57,0.73,2.43,5.13,8.14,4.60,19678
2013,3171006,Vazante,0.90,7.40,16.26,4.54,18.23,3.88,21.09,11.81,42.14,20506
2013,3171030,Verdelândia,3.60,8.30,40.54,6.31,0.46,0.41,6.73,38.28,4.59,8875
2013,3171071,Veredinha,1.30,11.20,34.48,3.83,2.11,1.31,9.75,24.75,26.69,5746
2013,3171105,Veríssimo,2.30,16.30,28.57,5.89,14.44,2.82,22.13,45.82,15.61,3733
2013,3171154,Vermelho Novo,2.10,5.00,33.90,5.56,0.84,0.40,5.76,24.37,3.85,4859
2013,3171204,Vespasiano,3.00,10.10,13.68,4.98,23.59,0.99,17.21,0.04,32.64,114365
2013,3171303,Viçosa,2.30,9.00,7.43,5.25,36.32,1.60,13.04,2.00,14.00,76147
2013,3171402,Vieiras,2.80,5.30,0.00,5.80,1.48,1.14,7.29,23.81,5.43,3790
2013,3171501,Mathias Lobato,3.60,10.00,0.00,6.75,4.49,3.40,6.97,11.46,5.73,3406
2013,3171600,Virgem da Lapa,2.20,4.00,9.01,5.71,1.51,6.02,5.09,9.80,5.85,14016
2013,3171709,Virgínia,1.30,12.70,0.00,6.88,9.87,0.47,9.62,40.45,4.38,8864
2013,3171808,Virginópolis,3.90,7.20,12.58,6.28,8.26,3.34,8.93,23.48,3.54,10830
2013,3171907,Virgolândia,3.40,7.20,0.00,5.77,4.27,0.00,5.90,17.80,3.72,5720
2013,3172004,Visconde do Rio Branco,3.60,11.80,8.11,7.43,25.24,10.98,18.79,2.04,45.77,40356
2013,3172103,Volta Grande,1.80,11.90,0.00,6.66,8.77,4.75,12.86,6.50,9.26,5258
2013,3172202,Wenceslau Braz,2.80,3.50,58.82,8.02,12.10,0.52,7.10,20.87,8.98,2619
2013,3200102,Afonso Cláudio,3.40,11.90,11.90,6.82,9.56,7.53,8.89,13.82,12.40,32551
2013,3200136,Águia Branca,3.10,11.50,11.11,5.97,9.22,2.58,11.34,23.26,13.85,10045
2013,3200169,Água Doce do Norte,2.70,9.70,13.07,6.49,3.17,1.32,8.27,11.32,13.18,12164
2013,3200201,Alegre,2.30,10.80,16.26,7.56,16.21,5.47,11.16,6.92,29.41,32267
2013,3200300,Alfredo Chaves,1.80,4.80,14.49,5.92,10.92,0.68,16.13,15.29,38.84,14859
2013,3200359,Alto Rio Novo,1.90,9.90,43.96,7.27,6.10,3.92,7.35,13.18,6.49,7841
2013,3200409,Anchieta,1.70,13.70,11.47,5.14,41.86,1.91,128.32,0.59,74.49,26658
2013,3200508,Apiacá,3.20,8.10,0.00,6.19,7.19,3.24,7.36,15.07,7.45,7916
2013,3200607,Aracruz,2.20,9.50,7.75,4.60,30.49,1.81,47.65,0.92,67.86,91562
2013,3200706,Atilio Vivacqua,2.10,6.60,6.54,5.89,12.76,1.77,16.02,6.73,39.32,10862
2013,3200805,Baixo Guandu,2.80,11.40,2.49,7.13,11.59,8.74,13.41,7.13,36.67,31126
2013,3200904,Barra de São Francisco,3.10,11.10,14.66,6.45,14.87,1.74,13.29,5.89,30.51,43882
2013,3201001,Boa Esperança,2.00,10.10,10.10,6.39,5.94,15.00,10.66,26.63,7.18,15169
2013,3201100,Bom Jesus do Norte,3.20,20.50,8.20,9.81,12.06,3.58,8.71,2.89,16.23,10095
2013,3201159,Brejetuba,3.40,12.50,10.15,5.29,3.68,1.56,12.05,31.11,18.50,12669
2013,3201209,Cachoeiro de Itapemirim,2.40,9.70,10.73,6.36,29.17,2.50,17.29,0.96,30.65,205213
2013,3201308,Cariacica,2.40,10.90,12.11,5.82,31.37,1.06,15.36,0.13,17.23,375974
2013,3201407,Castelo,2.10,6.60,6.65,6.59,17.68,2.99,14.16,7.34,26.01,37331
2013,3201506,Colatina,2.80,8.50,9.65,6.05,29.41,3.81,17.53,2.25,26.11,120677
2013,3201605,Conceição da Barra,2.80,12.80,16.55,5.61,5.98,2.25,11.62,13.29,21.36,30659
2013,3201704,Conceição do Castelo,2.90,7.00,6.13,4.61,7.65,0.52,10.80,14.94,13.81,12579
2013,3201803,Divino de São Lourenço,2.00,10.10,18.18,4.48,8.83,1.75,8.52,15.97,14.04,4688
2013,3201902,Domingos Martins,3.20,11.70,10.22,5.67,10.24,1.73,14.76,17.11,25.34,34059
2013,3202009,Dores do Rio Preto,2.30,10.60,,4.98,2.89,1.48,11.61,13.85,26.16,6827
2013,3202108,Ecoporanga,2.60,10.00,14.98,6.33,7.85,15.59,11.58,19.30,24.95,24327
2013,3202207,Fundão,3.70,10.10,7.87,5.89,20.80,0.15,20.23,3.25,46.91,19177
2013,3202256,Governador Lindenberg,3.00,7.60,16.67,5.02,10.84,0.27,10.29,22.83,16.17,11953
2013,3202306,Guaçuí,3.80,12.40,15.59,6.44,10.37,1.73,10.46,7.71,9.77,30144
2013,3202405,Guarapari,3.00,9.00,11.00,5.65,26.44,6.35,12.99,2.25,15.39,116278
2013,3202454,Ibatiba,4.20,7.00,6.17,4.64,4.95,5.02,8.16,17.01,6.49,24575
2013,3202504,Ibiraçu,3.50,15.20,0.00,4.54,23.93,2.43,13.42,6.92,20.99,12124
2013,3202553,Ibitirama,3.50,11.70,0.00,6.06,1.37,1.39,7.92,22.78,5.81,9400
2013,3202603,Iconha,2.30,5.10,0.00,5.24,26.14,12.16,15.77,12.63,12.50,13548
2013,3202652,Irupi,4.20,10.60,14.18,5.70,3.57,3.73,9.72,25.56,6.13,12798
2013,3202702,Itaguaçu,1.70,7.10,35.09,6.40,7.57,1.66,10.62,24.75,8.18,14844
2013,3202801,Itapemirim,3.40,10.40,11.54,5.98,10.16,1.89,158.04,1.05,78.78,33610
2013,3202900,Itarana,2.50,6.60,10.20,5.20,11.48,3.44,12.31,17.02,17.22,11349
2013,3203007,Iúna,3.30,14.30,17.48,5.33,5.37,9.13,9.16,16.85,6.57,29258
2013,3203056,Jaguaré,3.90,13.80,6.37,5.04,6.71,1.65,21.26,10.42,46.61,27599
2013,3203106,Jerônimo Monteiro,3.30,9.70,39.06,7.18,10.05,3.28,8.13,12.17,6.72,11707
2013,3203130,João Neiva,1.80,8.10,0.00,6.11,33.58,6.51,15.09,8.84,26.07,16869
2013,3203163,Laranja da Terra,2.30,8.00,10.99,6.13,3.30,2.21,7.87,22.20,6.72,11418
2013,3203205,Linhares,3.00,10.00,8.57,4.79,23.42,1.08,27.58,3.52,46.95,157814
2013,3203304,Mantenópolis,3.40,9.00,12.27,6.48,3.16,11.04,6.73,15.43,6.91,14808
2013,3203320,Marataízes,3.50,6.70,11.15,5.60,11.46,1.65,101.70,1.31,76.82,37140
2013,3203346,Marechal Floriano,2.00,11.60,19.23,6.37,11.50,2.61,15.55,18.91,18.39,15689
2013,3203353,Marilândia,2.40,13.80,8.33,6.37,16.63,1.46,12.90,16.82,10.42,12092
2013,3203403,Mimoso do Sul,3.40,7.30,3.42,7.47,11.44,3.33,11.25,12.64,18.31,27309
2013,3203502,Montanha,3.80,12.80,28.81,7.24,7.76,15.23,12.26,24.91,13.20,19049
2013,3203601,Mucurici,2.70,10.70,12.99,8.63,2.71,13.74,9.35,31.43,7.64,5909
2013,3203700,Muniz Freire,2.60,7.70,26.32,6.29,6.26,1.49,9.07,21.12,8.54,19081
2013,3203809,Muqui,1.30,5.70,20.00,6.61,12.11,5.60,7.53,11.27,7.83,15438
2013,3203908,Nova Venécia,2.80,10.90,11.80,5.65,15.72,4.74,12.61,10.52,15.46,49564
2013,3204005,Pancas,2.40,8.90,8.55,5.88,7.41,5.28,5.67,15.92,5.48,23125
2013,3204054,Pedro Canário,2.90,14.00,15.11,5.37,10.39,28.15,8.93,18.78,9.12,25700
2013,3204104,Pinheiros,3.60,10.70,13.44,5.46,6.13,7.44,11.62,24.56,7.02,26023
2013,3204203,Piúma,4.10,9.10,10.53,5.08,16.41,2.53,18.64,2.11,45.71,20082
2013,3204252,Ponto Belo,1.90,7.70,23.53,6.85,2.71,15.92,8.19,15.76,12.83,7590
2013,3204302,Presidente Kennedy,3.30,17.70,12.50,5.39,6.77,1.64,600.38,0.52,82.45,11130
2013,3204351,Rio Bananal,4.00,15.20,20.00,4.92,8.51,1.59,12.03,22.22,7.07,18892
2013,3204401,Rio Novo do Sul,2.70,9.40,16.00,6.92,15.79,1.41,10.93,9.39,22.99,11993
2013,3204500,Santa Leopoldina,2.70,7.00,9.52,6.60,4.78,3.88,9.93,29.13,14.37,12881
2013,3204559,Santa Maria de Jetibá,4.30,11.70,4.07,4.96,7.29,3.75,18.67,44.49,7.15,37720
2013,3204609,Santa Teresa,2.60,8.10,12.61,6.44,16.70,0.81,12.17,15.41,11.32,23432
2013,3204658,São Domingos do Norte,2.20,12.10,12.50,7.56,15.08,3.63,13.17,16.97,23.35,8595
2013,3204708,São Gabriel da Palha,4.00,10.90,6.73,5.59,15.78,7.22,11.81,8.99,17.47,35232
2013,3204807,São José do Calçado,3.10,10.80,0.00,8.83,8.00,7.38,9.03,11.74,17.20,10987
2013,3204906,São Mateus,2.90,9.80,11.55,5.37,20.58,2.35,12.35,7.99,18.86,120725
2013,3204955,São Roque do Canaã,1.90,9.60,8.85,5.42,18.01,1.36,11.55,18.40,16.37,12179
2013,3205002,Serra,3.20,13.00,11.83,4.92,36.66,0.73,27.69,0.15,35.02,467318
2013,3205010,Sooretama,3.20,10.50,2.18,4.69,10.44,1.13,12.93,17.86,23.67,26843
2013,3205036,Vargem Alta,2.60,10.10,15.44,5.35,12.12,1.24,12.29,11.26,29.35,20744
2013,3205069,Venda Nova do Imigrante,1.60,9.40,15.38,4.50,19.34,1.56,15.80,12.17,17.36,22873
2013,3205101,Viana,3.30,15.20,10.05,4.81,21.70,1.30,17.99,1.31,32.94,72115
2013,3205150,Vila Pavão,1.80,15.20,16.39,4.21,4.10,4.98,12.48,26.02,21.43,9272
2013,3205176,Vila Valério,3.00,7.90,29.59,5.41,7.92,1.50,12.03,29.24,7.03,14614
2013,3205200,Vila Velha,2.40,8.50,9.77,5.35,48.48,1.11,18.36,0.18,22.76,458489
2013,3205309,Vitória,1.80,8.10,10.31,5.84,66.27,1.14,53.47,0.08,25.46,348268
2013,3300100,Angra dos Reis,3.90,9.60,12.06,5.41,23.51,0.59,29.41,0.57,31.66,181486
2013,3300159,Aperibé,1.90,5.30,7.41,8.94,8.36,9.58,10.52,4.79,10.77,10736
2013,3300209,Araruama,2.80,8.80,13.01,8.36,18.80,1.03,14.53,1.37,16.15,118964
2013,3300225,Areal,2.00,9.40,7.69,6.87,16.82,0.56,16.97,1.18,16.20,11785
2013,3300233,Armação dos Búzios,3.00,14.10,14.61,6.58,9.84,0.70,96.49,0.21,56.28,29790
2013,3300258,Arraial do Cabo,2.50,11.70,3.02,6.22,17.35,1.48,32.93,1.08,48.93,28627
2013,3300308,Barra do Piraí,3.20,7.70,13.26,8.11,22.96,4.75,14.88,0.89,20.78,96261
2013,3300407,Barra Mansa,2.20,9.30,10.47,7.62,33.13,0.82,23.50,1.00,33.94,179472
2013,3300456,Belford Roxo,4.60,11.40,14.04,7.17,18.87,4.19,11.02,0.04,19.31,477583
2013,3300506,Bom Jardim,4.20,7.30,9.04,8.13,12.94,1.74,18.86,8.31,28.05,25969
2013,3300605,Bom Jesus do Itabapoana,2.00,4.90,16.28,8.74,20.74,7.35,13.52,6.62,9.99,35825
2013,3300704,Cabo Frio,4.00,10.30,12.53,6.80,16.30,0.60,70.45,0.17,61.23,200380
2013,3300803,Cachoeiras de Macacu,3.80,8.80,7.79,8.00,18.65,2.30,14.88,3.42,22.19,55632
2013,3300902,Cambuci,2.20,3.70,14.18,8.95,11.92,11.55,14.09,19.54,10.40,14862
2013,3300936,Carapebus,3.70,13.70,6.25,4.30,21.31,0.71,49.68,1.04,56.42,14408
2013,3300951,Comendador Levy Gasparian,5.20,11.60,8.70,8.01,12.22,0.78,22.49,1.92,26.15,8240
2013,3301009,Campos dos Goytacazes,4.00,9.70,16.70,8.09,25.06,3.32,102.38,0.26,66.40,477208
2013,3301108,Cantagalo,2.60,6.10,13.89,8.47,17.71,3.83,36.11,2.59,56.31,19825
2013,3301157,Cardoso Moreira,4.70,9.10,15.04,8.33,9.93,1.08,19.08,6.64,37.44,12599
2013,3301207,Carmo,2.90,3.00,9.26,8.19,8.97,4.25,16.32,3.91,32.88,17944
2013,3301306,Casimiro de Abreu,2.30,11.40,11.98,5.85,21.01,1.40,88.07,0.25,64.57,38492
2013,3301405,Conceição de Macabu,2.80,7.10,14.60,7.60,23.18,4.96,10.06,3.54,4.16,21844
2013,3301504,Cordeiro,2.40,4.50,12.99,8.48,18.45,3.93,11.67,1.41,12.61,20863
2013,3301603,Duas Barras,2.90,5.80,6.80,5.69,7.89,1.95,13.98,20.80,6.67,11070
2013,3301702,Duque de Caxias,4.00,11.90,13.88,7.54,24.95,1.16,23.80,0.03,7.47,873921
2013,3301801,Engenheiro Paulo de Frontin,1.00,6.00,7.87,9.48,7.23,4.46,11.17,0.80,13.44,13505
2013,3301850,Guapimirim,3.30,11.70,17.31,6.42,10.72,0.85,11.06,2.01,14.24,54706
2013,3301876,Iguaba Grande,2.90,8.20,16.78,7.83,14.91,1.22,10.71,0.59,7.54,24788
2013,3301900,Itaboraí,3.00,8.80,10.27,7.24,24.28,1.18,18.65,0.17,35.06,225263
2013,3302007,Itaguaí,2.40,10.10,10.48,7.28,30.18,0.59,50.63,0.25,25.58,115542
2013,3302056,Italva,2.10,3.30,0.00,7.22,11.70,1.22,14.87,5.14,28.42,14405
2013,3302106,Itaocara,2.20,5.30,19.61,9.88,17.00,8.61,14.44,11.09,8.71,22870
2013,3302205,Itaperuna,2.20,5.80,2.59,8.04,17.14,1.18,16.29,2.78,14.17,98004
2013,3302254,Itatiaia,1.90,12.10,0.00,6.82,27.37,1.24,74.44,0.28,14.16,29744
2013,3302270,Japeri,4.10,11.70,20.44,6.81,8.53,1.76,8.41,0.38,9.31,98393
2013,3302304,Laje do Muriaé,4.30,6.80,19.80,7.85,7.60,1.77,13.80,9.14,20.45,7385
2013,3302403,Macaé,2.90,10.40,12.13,5.17,57.02,0.58,70.97,0.26,44.24,224442
2013,3302452,Macuco,1.60,5.50,27.78,13.06,33.00,5.50,17.64,2.89,18.27,5360
2013,3302502,Magé,3.40,9.40,16.01,7.96,12.94,0.82,10.92,1.09,13.10,232419
2013,3302601,Mangaratiba,2.20,10.20,5.77,6.71,20.05,2.41,57.90,0.54,5.10,39210
2013,3302700,Maricá,3.10,8.00,16.03,6.83,19.83,1.26,43.17,0.12,59.56,139552
2013,3302809,Mendes,3.00,9.50,10.31,8.36,12.33,3.09,10.67,0.20,10.86,18072
2013,3302858,Mesquita,3.50,8.60,14.17,8.08,19.22,1.86,9.25,0.11,6.97,170185
2013,3302908,Miguel Pereira,3.70,5.30,11.86,8.46,20.06,1.54,19.69,1.42,7.94,24815
2013,3303005,Miracema,3.20,4.90,12.20,9.00,11.85,7.76,11.02,3.85,8.60,26786
2013,3303104,Natividade,2.50,5.90,5.24,9.49,11.42,2.32,12.34,7.35,8.29,15069
2013,3303203,Nilópolis,3.70,8.90,11.86,9.12,29.78,0.49,13.31,0.00,7.47,158288
2013,3303302,Niterói,3.50,7.30,10.65,8.89,64.62,1.16,33.95,0.07,28.60,494200
2013,3303401,Nova Friburgo,3.20,8.70,14.31,8.29,26.80,0.66,17.00,1.92,17.28,184122
2013,3303500,Nova Iguaçu,3.70,9.90,14.52,7.62,22.96,1.80,13.74,0.05,14.57,804815
2013,3303609,Paracambi,3.00,8.10,16.70,7.12,14.08,5.13,10.27,0.61,9.65,48705
2013,3303708,Paraíba do Sul,1.70,7.60,7.48,8.44,15.39,1.74,15.08,5.36,14.51,41955
2013,3303807,Paraty,4.70,11.10,10.56,5.48,12.35,1.99,67.02,0.69,59.91,39434
2013,3303856,Paty do Alferes,3.80,8.50,5.43,8.58,6.69,1.74,12.26,8.85,10.60,26696
2013,3303906,Petrópolis,2.20,8.70,19.03,9.15,35.48,0.56,26.70,0.71,29.64,297888
2013,3303955,Pinheiral,1.70,11.20,17.01,6.68,20.12,2.16,9.90,1.31,11.09,23488
2013,3304003,Piraí,1.90,9.90,8.15,6.04,18.99,0.36,48.38,0.83,58.91,27311
2013,3304102,Porciúncula,1.90,4.80,9.17,8.14,11.89,10.29,12.11,8.01,9.89,18188
2013,3304110,Porto Real,2.40,8.10,10.10,7.08,66.22,0.98,213.83,0.12,59.58,17663
2013,3304128,Quatis,1.60,9.30,20.10,7.45,21.34,1.77,16.45,4.87,22.83,13283
2013,3304144,Queimados,3.80,12.10,18.95,7.18,18.08,2.33,21.67,0.08,46.79,141753
2013,3304151,Quissamã,2.70,9.70,9.55,6.83,12.38,1.10,186.17,1.06,67.97,21806
2013,3304201,Resende,2.60,6.80,12.69,6.76,33.83,0.98,61.08,0.49,48.36,123385
2013,3304300,Rio Bonito,2.70,5.50,15.54,7.01,20.17,2.74,20.02,0.75,18.33,56942
2013,3304409,Rio Claro,2.10,9.10,4.98,7.62,37.24,0.78,13.66,23.85,5.50,17709
2013,3304508,Rio das Flores,1.60,8.10,7.94,7.86,11.23,3.32,16.22,6.90,23.87,8783
2013,3304524,Rio das Ostras,2.80,9.80,8.04,5.32,28.74,0.92,102.01,0.07,65.53,122196
2013,3304557,Rio de Janeiro,3.20,11.70,12.72,8.30,52.21,0.51,37.01,0.03,17.24,6429923
2013,3304607,Santa Maria Madalena,3.10,3.50,9.01,8.17,11.93,1.44,12.16,11.17,6.39,10282
2013,3304706,Santo Antônio de Pádua,1.70,3.20,22.82,8.38,15.58,8.56,17.70,3.50,20.62,41035
2013,3304755,São Francisco de Itabapoana,3.10,10.20,10.25,7.46,6.12,2.71,27.67,18.70,8.26,41397
2013,3304805,São Fidélis,1.90,4.90,6.79,8.09,13.84,10.78,13.36,9.66,18.34,37717
2013,3304904,São Gonçalo,4.30,8.90,11.69,7.22,27.92,1.47,11.38,0.31,15.19,1025507
2013,3305000,São João da Barra,3.20,10.10,22.87,8.54,14.08,3.20,178.47,0.44,68.85,33951
2013,3305109,São João de Meriti,4.20,10.10,14.14,7.96,22.47,1.08,11.89,0.01,6.54,460799
2013,3305133,São José de Ubá,3.40,5.40,8.77,7.84,3.96,0.77,14.75,26.17,7.95,7143
2013,3305158,São José do Vale do Rio Preto,3.30,8.50,16.13,6.52,9.48,1.43,13.68,24.87,6.85,20704
2013,3305208,São Pedro da Aldeia,2.90,9.40,7.71,5.58,13.29,0.67,12.98,1.54,16.80,93659
2013,3305307,São Sebastião do Alto,3.50,6.10,43.01,8.77,5.38,4.09,13.10,17.26,7.67,9012
2013,3305406,Sapucaia,3.10,5.20,5.41,7.38,13.00,0.76,28.97,4.79,16.21,17610
2013,3305505,Saquarema,4.10,8.50,7.65,7.77,12.73,0.69,18.42,1.16,15.22,79421
2013,3305554,Seropédica,2.00,6.30,7.80,7.09,12.25,0.89,18.28,0.76,38.00,81260
2013,3305604,Silva Jardim,2.40,10.20,16.84,6.18,8.54,1.06,13.18,6.95,11.00,21366
2013,3305703,Sumidouro,4.90,7.80,10.20,5.51,3.82,1.71,17.29,37.24,5.70,15070
2013,3305752,Tanguá,3.70,11.20,12.12,6.56,15.62,1.91,11.96,1.26,18.45,31844
2013,3305802,Teresópolis,3.20,10.20,11.03,7.53,22.80,0.48,19.59,5.46,18.74,169849
2013,3305901,Trajano de Moraes,2.90,4.50,22.99,7.44,5.59,1.64,12.36,12.89,7.50,10347
2013,3306008,Três Rios,2.80,6.20,18.26,8.74,20.91,6.26,30.76,0.64,36.83,78723
2013,3306107,Valença,2.40,8.10,18.22,9.35,13.85,5.59,16.00,3.15,26.86,73154
2013,3306156,Varre-Sai,3.50,10.90,5.85,5.07,4.61,8.29,10.75,13.68,6.33,9861
2013,3306206,Vassouras,1.80,7.60,13.27,9.43,13.19,1.34,17.23,3.58,16.70,35112
2013,3306305,Volta Redonda,2.20,12.70,12.98,7.74,45.40,1.42,33.33,0.06,39.53,261522
2013,3500105,Adamantina,1.30,5.00,11.33,8.53,16.83,2.53,19.53,5.70,14.62,34953
2013,3500204,Adolfo,2.40,2.60,0.00,7.69,12.50,0.29,16.91,40.77,7.55,3639
2013,3500303,Aguaí,2.20,10.00,7.25,7.52,19.99,1.96,16.18,11.35,32.56,34188
2013,3500402,Águas da Prata,1.60,6.20,14.49,6.42,20.59,0.74,11.74,8.76,16.66,7942
2013,3500501,Águas de Lindóia,2.10,6.00,0.00,9.44,13.67,3.31,16.26,1.20,7.77,18108
2013,3500550,Águas de Santa Bárbara,1.20,10.50,30.77,7.15,14.13,0.64,16.26,22.82,8.93,5876
2013,3500600,Águas de São Pedro,1.00,5.80,0.00,8.32,48.00,1.52,26.97,0.00,8.00,3004
2013,3500709,Agudos,1.10,8.00,18.52,7.28,21.88,2.50,44.00,4.96,55.08,36150
2013,3500758,Alambari,2.10,7.70,29.41,6.72,14.10,0.00,11.00,39.74,6.77,5356
2013,3500808,Alfredo Marcondes,1.20,5.90,21.74,8.86,24.31,0.28,13.54,8.56,28.75,4064
2013,3500907,Altair,0.40,0.70,0.00,6.98,15.61,1.62,20.19,58.96,5.94,4010
2013,3501004,Altinópolis,1.80,9.00,5.15,6.94,14.44,0.37,17.43,28.15,6.25,16137
2013,3501103,Alto Alegre,0.70,5.30,21.28,8.11,11.52,2.64,14.59,36.97,7.97,4193
2013,3501152,Alumínio,1.20,5.20,22.90,4.72,48.63,0.22,72.14,0.07,65.16,17784
2013,3501202,Álvares Florence,1.10,7.30,0.00,7.15,12.92,1.42,20.88,31.98,28.23,3915
2013,3501301,Álvares Machado,2.40,12.10,0.00,6.70,19.42,1.19,12.30,8.04,20.01,24482
2013,3501400,Álvaro de Carvalho,0.80,1.20,40.82,7.70,2.33,2.05,6.18,14.29,5.78,4937
2013,3501509,Alvinlândia,2.20,9.20,0.00,7.33,3.67,2.67,10.45,23.36,7.18,3137
2013,3501608,Americana,0.80,5.20,9.03,6.40,64.85,0.50,37.59,0.13,31.07,224551
2013,3501707,Américo Brasiliense,1.00,9.00,11.09,4.65,45.31,0.57,14.66,3.68,35.88,37165
2013,3501806,Américo de Campos,1.80,4.90,19.61,8.79,23.46,0.00,9.85,27.31,4.27,5916
2013,3501905,Amparo,2.00,7.60,7.06,7.52,43.44,0.86,39.47,4.16,44.52,69322
2013,3502002,Analândia,0.70,12.00,0.00,6.72,12.49,0.00,22.53,16.30,35.31,4612
2013,3502101,Andradina,1.90,6.90,5.59,7.77,22.29,4.14,29.77,5.03,39.66,57145
2013,3502200,Angatuba,1.90,7.80,3.27,5.62,11.29,1.93,23.66,14.78,39.01,23666
2013,3502309,Anhembi,0.70,11.20,12.35,7.52,4.56,0.30,14.56,33.67,14.85,6120
2013,3502408,Anhumas,1.60,8.60,0.00,7.10,15.02,2.66,14.87,47.85,9.19,3941
2013,3502507,Aparecida,1.10,8.00,35.29,8.08,19.38,0.68,17.61,0.19,9.64,36151
2013,3502606,Aparecida d&apos;Oeste,2.80,3.40,21.74,8.28,7.68,10.58,12.05,15.46,20.74,4468
2013,3502705,Apiaí,1.90,8.50,11.36,7.30,6.44,0.81,21.48,28.23,27.65,25491
2013,3502754,Araçariguama,2.50,7.80,16.61,4.96,25.03,0.30,60.06,0.08,53.87,19144
2013,3502804,Araçatuba,1.80,8.90,7.43,7.26,33.24,1.05,26.77,1.71,18.92,190536
2013,3502903,Araçoiaba da Serra,1.10,7.40,2.46,6.81,23.97,0.00,13.02,5.24,20.96,30088
2013,3503000,Aramina,3.60,12.50,0.00,5.72,20.07,1.66,17.84,28.86,5.54,5416
2013,3503109,Arandu,2.00,8.60,0.00,8.84,4.26,0.00,9.43,24.82,9.27,6334
2013,3503158,Arapeí,1.90,6.10,0.00,7.48,4.21,0.00,7.44,13.83,5.74,2541
2013,3503208,Araraquara,1.20,7.50,13.69,7.21,50.44,0.48,28.39,1.58,24.34,222036
2013,3503307,Araras,1.40,5.50,4.64,6.73,54.72,0.55,27.89,2.17,31.53,126391
2013,3503356,Arco-Íris,0.90,3.80,0.00,3.64,3.22,0.00,14.34,43.88,7.23,1925
2013,3503406,Arealva,1.20,7.30,0.00,8.25,10.30,1.32,14.16,31.95,8.74,8245
2013,3503505,Areias,0.90,8.90,0.00,8.08,6.75,0.00,7.61,24.17,2.61,3839
2013,3503604,Areiópolis,1.40,6.80,14.60,5.10,23.77,0.21,8.58,19.06,8.51,10989
2013,3503703,Ariranha,1.70,5.10,16.13,8.36,35.87,0.20,43.48,5.49,44.62,9095
2013,3503802,Artur Nogueira,2.20,8.50,10.05,4.79,26.32,0.48,13.82,10.00,19.81,48420
2013,3503901,Arujá,1.30,7.10,14.45,5.28,36.01,0.35,29.74,0.78,32.35,81326
2013,3503950,Aspásia,0.50,3.30,,6.47,7.34,1.24,9.22,21.81,9.05,1854
2013,3504008,Assis,1.80,7.40,8.74,7.85,19.76,1.69,20.58,2.14,17.63,100204
2013,3504107,Atibaia,1.50,8.30,6.37,6.74,48.33,0.23,30.03,3.13,29.25,134567
2013,3504206,Auriflama,0.50,4.80,0.00,7.15,21.39,2.30,12.86,8.76,19.48,14831
2013,3504305,Avaí,2.20,12.30,0.00,8.45,9.90,1.90,35.93,58.48,4.52,5210
2013,3504404,Avanhandava,3.40,15.30,6.45,6.09,14.52,2.08,12.93,27.40,14.91,12307
2013,3504503,Avaré,1.10,7.00,11.01,6.99,17.24,2.56,18.76,5.95,17.36,87238
2013,3504602,Bady Bassitt,2.10,10.90,13.82,6.62,29.58,0.44,13.61,6.37,19.37,15851
2013,3504701,Balbinos,0.00,1.90,55.56,4.29,4.06,4.44,6.37,23.39,6.96,4433
2013,3504800,Bálsamo,1.70,6.50,10.99,8.34,28.75,0.94,15.03,22.40,16.40,8631
2013,3504909,Bananal,1.10,11.70,10.87,7.30,10.29,0.33,11.58,8.17,28.59,10680
2013,3505005,Barão de Antonina,2.00,8.40,47.62,9.10,1.40,1.90,9.49,13.82,4.41,3297
