Brasil e Município;Alfafa fenada;Algodão arbóreo (em caroço);Algodão herbáceo (em caroço);Amendoim (em casca);Banana (cacho);Batata-doce;Batata-inglesa;Cacau (em amêndoa);Café (em grão) Total;Café (em grão) Arábica;Café (em grão) Canephora;Caju;Castanha de caju;Erva-mate (folha verde);Fava (em grão);Feijão (em grão);Girassol (em grão);Guaraná (semente);Juta (fibra);Malva (fibra);Mamona (baga);Mandioca;Manga;Melancia;Melão;Milho (em grão);Noz (fruto seco);Pimenta-do-reino;Soja (em grão);Sorgo (em grão);Tomate;Trigo (em grão);Triticale (em grão);Tungue (fruto seco);Urucum (semente);Uva
Cocal dos Alves (PI);...;-;-;-;-;-;-;-;-;-;-;...;380;-;-;296;-;-;-;-;-;10000;-;-;-;699;-;-;-;-;-;-;-;-;-;-
Coivaras (PI);...;-;-;-;-;-;-;-;-;-;-;...;234;-;-;289;-;-;-;-;-;10000;8850;24188;-;1146;-;-;-;-;-;-;-;-;-;-
Colônia do Gurguéia (PI);...;-;-;-;12000;-;-;-;-;-;-;...;489;-;600;533;-;-;-;-;-;10000;-;22000;-;1800;-;-;-;-;-;-;-;-;-;-
Colônia do Piauí (PI);...;-;-;-;-;-;-;-;-;-;-;...;300;-;-;279;-;-;-;-;-;12000;-;12000;-;580;-;-;-;-;-;-;-;-;-;-
Conceição do Canindé (PI);...;-;-;-;9000;-;-;-;-;-;-;...;-;-;-;169;-;-;-;-;-;10000;12000;28000;20000;422;-;-;-;-;28000;-;-;-;-;-
Coronel José Dias (PI);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;113;-;-;-;-;-;5100;-;-;-;188;-;-;-;-;-;-;-;-;-;-
Corrente (PI);...;-;4425;-;-;-;-;-;-;-;-;...;-;-;-;252;-;-;-;-;-;9600;-;-;-;4332;-;-;4184;-;-;-;-;-;-;-
Cristalândia do Piauí (PI);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;189;-;-;-;-;-;7500;-;-;-;500;-;-;3719;-;-;-;-;-;-;-
Cristino Castro (PI);...;-;-;-;10000;-;-;-;-;-;-;...;421;-;500;600;-;-;-;-;-;10000;-;-;-;1600;-;-;-;-;-;-;-;-;-;-
Curimatá (PI);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;36;-;-;-;-;-;7000;-;-;-;50;-;-;-;-;-;-;-;-;-;-
Currais (PI);...;-;-;-;10000;-;-;-;-;-;-;...;400;-;-;220;-;-;-;-;-;10000;-;-;-;6974;-;-;3148;2400;-;-;-;-;-;-
Curralinhos (PI);...;-;-;-;10000;-;-;-;-;-;-;...;314;-;167;224;-;-;-;-;-;8667;-;-;-;440;-;-;-;-;-;-;-;-;-;-
Curral Novo do Piauí (PI);...;-;300;-;-;-;-;-;-;-;-;...;-;-;-;396;-;-;-;-;-;11333;-;-;-;540;-;-;-;-;-;-;-;-;-;-
Demerval Lobão (PI);...;-;-;-;-;-;-;-;-;-;-;...;343;-;-;312;-;-;-;-;-;10850;-;25000;-;956;-;-;-;-;-;-;-;-;-;-
Dirceu Arcoverde (PI);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;95;-;-;-;-;-;5000;-;-;-;256;-;-;-;-;-;-;-;-;-;-
Dom Expedito Lopes (PI);...;-;-;-;-;-;-;-;-;-;-;...;360;-;-;464;-;-;-;-;-;15000;5000;25000;-;1200;-;-;-;-;15000;-;-;-;-;-
Domingos Mourão (PI);...;-;-;-;-;-;-;-;-;-;-;...;281;-;-;237;-;-;-;-;-;8050;-;20000;-;704;-;-;-;-;-;-;-;-;-;-
Dom Inocêncio (PI);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;90;-;-;-;-;-;9625;-;-;-;240;-;-;-;-;-;-;-;-;-;-
Elesbão Veloso (PI);...;-;-;-;8667;-;-;-;-;-;-;...;200;-;250;196;-;-;-;-;-;9000;-;20000;-;990;-;-;-;-;-;-;-;-;-;-
Eliseu Martins (PI);...;-;-;-;-;-;-;-;-;-;-;...;400;-;-;515;-;-;-;-;-;10000;-;-;-;1600;-;-;-;-;-;-;-;-;-;-
Esperantina (PI);...;-;-;-;13750;-;-;-;-;-;-;...;199;-;250;301;-;-;-;-;-;10000;9800;25000;-;711;-;-;-;-;-;-;-;-;-;-
Fartura do Piauí (PI);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;171;-;-;-;-;-;6725;-;-;-;240;-;-;-;-;-;-;-;-;-;-
Flores do Piauí (PI);...;-;-;-;-;-;-;-;-;-;-;...;333;-;667;300;-;-;-;-;-;10000;-;-;-;1200;-;-;-;-;-;-;-;-;-;-
Floresta do Piauí (PI);...;-;-;-;-;-;-;-;-;-;-;...;333;-;-;374;-;-;-;-;-;15000;-;-;-;751;-;-;-;-;-;-;-;-;-;-
Floriano (PI);...;-;-;-;10000;-;-;-;-;-;-;...;235;-;333;490;-;-;-;-;-;15000;9000;21000;-;1500;-;-;-;-;20000;-;-;-;-;-
Francinópolis (PI);...;-;-;-;-;-;-;-;-;-;-;...;400;-;200;302;-;-;-;-;-;6000;-;21667;-;594;-;-;-;-;-;-;-;-;-;-
Francisco Ayres (PI);...;-;-;-;-;-;-;-;-;-;-;...;320;-;333;514;-;-;-;-;-;9000;-;-;-;1733;-;-;-;-;-;-;-;-;-;-
Francisco Macedo (PI);...;-;600;750;-;-;-;-;-;-;-;...;-;-;400;297;-;-;-;-;-;-;-;-;-;891;-;-;-;-;-;-;-;-;-;-
Francisco Santos (PI);...;-;-;-;-;-;-;-;-;-;-;...;200;-;-;120;-;-;-;-;-;10000;-;-;-;250;-;-;-;-;-;-;-;-;-;-
Fronteiras (PI);...;-;-;-;-;-;-;-;-;-;-;...;-;-;586;720;-;-;-;-;-;13000;-;-;-;900;-;-;-;-;-;-;-;-;-;-
Geminiano (PI);...;-;-;-;20000;-;-;-;-;-;-;...;400;-;-;360;-;-;-;-;-;12000;-;9000;-;360;-;-;-;-;20000;-;-;-;-;-
Gilbués (PI);...;-;-;-;-;-;-;-;-;-;-;...;300;-;250;641;-;-;-;-;-;12000;-;-;-;6350;-;-;3735;2632;-;-;-;-;-;-
Guaribas (PI);...;-;-;-;-;-;-;-;-;-;-;...;100;-;-;292;-;-;-;-;-;9000;-;-;-;780;-;-;-;-;-;-;-;-;-;-
Hugo Napoleão (PI);...;-;-;-;-;-;-;-;-;-;-;...;261;-;250;283;-;-;-;-;-;7667;-;-;-;1716;-;-;-;-;-;-;-;-;-;-
Ilha Grande (PI);...;-;-;-;10000;-;-;-;-;-;-;...;300;-;-;629;-;-;-;-;-;11000;10000;-;-;688;-;-;-;-;-;-;-;-;-;-
Inhuma (PI);...;-;-;-;12000;-;-;-;-;-;-;...;213;-;400;126;-;-;-;-;-;8000;10400;30000;-;372;-;-;-;-;26750;-;-;-;-;-
Ipiranga do Piauí (PI);...;-;-;-;7667;-;-;-;-;-;-;...;133;-;200;129;-;-;-;-;-;7507;-;16000;-;450;-;-;-;-;20000;-;-;-;-;-
Isaías Coelho (PI);...;-;-;-;-;-;-;-;-;-;-;...;278;-;-;90;-;-;-;-;-;9250;-;-;-;150;-;-;-;-;-;-;-;-;-;-
Itainópolis (PI);...;-;-;-;10000;3000;-;-;-;-;-;...;250;-;-;90;-;-;-;-;-;10000;-;10000;6000;120;-;-;-;-;-;-;-;-;-;-
Itaueira (PI);...;-;-;1200;10000;-;-;-;-;-;-;...;401;-;400;517;-;-;-;-;-;12000;-;-;-;1800;-;-;-;-;-;-;-;-;-;-
Jacobina do Piauí (PI);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;181;-;-;-;-;-;-;-;6000;-;693;-;-;-;-;18000;-;-;-;-;-
Jaicós (PI);...;-;-;-;-;-;-;-;-;-;-;...;540;-;-;297;-;-;-;-;-;15000;-;-;-;198;-;-;-;-;-;-;-;-;-;-
Jardim do Mulato (PI);...;-;-;-;11000;-;-;-;-;-;-;...;225;-;412;393;-;-;-;-;-;10000;-;-;-;1200;-;-;-;-;-;-;-;-;-;-
Jatobá do Piauí (PI);...;-;-;-;-;-;-;-;-;-;-;...;392;-;-;377;-;-;-;-;-;10000;-;29000;-;720;-;-;-;-;-;-;-;-;-;-
Jerumenha (PI);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;600;-;-;-;-;-;12400;-;-;-;1600;-;-;-;-;-;-;-;-;-;-
João Costa (PI);...;-;-;-;9000;-;-;-;-;-;-;...;-;-;-;119;-;-;-;-;-;-;-;-;-;281;-;-;-;-;-;-;-;-;-;-
Joaquim Pires (PI);...;-;-;-;13800;-;-;-;-;-;-;...;400;-;-;297;-;-;-;-;-;10000;-;-;-;700;-;-;-;-;-;-;-;-;-;-
Joca Marques (PI);...;-;-;-;-;-;-;-;-;-;-;...;400;-;-;343;-;-;-;-;-;10000;-;25000;-;670;-;-;-;-;-;-;-;-;-;-
José de Freitas (PI);...;-;-;-;10600;-;-;-;-;-;-;...;300;-;200;374;-;-;-;-;-;9333;8657;30000;-;784;-;-;-;-;-;-;-;-;-;-
Juazeiro do Piauí (PI);...;-;-;-;-;-;-;-;-;-;-;...;412;-;-;180;-;-;-;-;-;6000;-;24000;-;1400;-;-;-;-;-;-;-;-;-;-
Júlio Borges (PI);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;300;-;-;-;-;-;4200;-;-;-;350;-;-;-;-;-;-;-;-;-;-
Jurema (PI);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;144;-;-;-;-;-;8964;-;-;-;702;-;-;-;-;-;-;-;-;-;-
Lagoinha do Piauí (PI);...;-;-;-;-;-;-;-;-;-;-;...;100;-;200;205;-;-;-;-;-;10675;-;-;-;1093;-;-;-;-;-;-;-;-;-;-
Lagoa Alegre (PI);...;-;-;-;-;-;-;-;-;-;-;...;400;-;200;378;-;-;-;-;-;10000;-;20000;-;1070;-;-;-;-;-;-;-;-;-;-
Lagoa do Barro do Piauí (PI);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;95;-;-;-;-;-;15000;-;-;-;207;-;-;-;-;-;-;-;-;-;-
Lagoa de São Francisco (PI);...;-;-;-;-;-;-;-;-;-;-;...;286;-;275;186;-;-;-;-;-;7138;-;-;-;617;-;-;-;-;-;-;-;-;-;-
Lagoa do Piauí (PI);...;-;-;-;-;-;-;-;-;-;-;...;353;-;375;155;-;-;-;-;-;10000;-;25000;-;938;-;-;-;-;-;-;-;-;-;-
Lagoa do Sítio (PI);...;-;-;-;-;-;-;-;-;-;-;...;400;-;400;108;-;-;-;-;-;9333;-;-;-;828;-;-;-;-;-;-;-;-;-;-
Landri Sales (PI);...;-;-;-;12000;-;-;-;-;-;-;...;250;-;308;470;-;-;-;-;-;9000;-;-;-;8993;-;-;3500;-;-;-;-;-;-;-
Luís Correia (PI);...;-;-;-;-;-;-;-;-;-;-;...;300;-;-;305;-;-;-;-;-;10000;-;-;-;700;-;-;-;-;-;-;-;-;-;-
Luzilândia (PI);...;-;-;-;14000;-;-;-;-;-;-;...;400;-;-;373;-;-;-;-;-;10000;-;30000;-;700;-;-;-;-;-;-;-;-;-;-
Madeiro (PI);...;-;-;-;13667;-;-;-;-;-;-;...;367;-;-;404;-;-;-;-;-;10000;-;25000;-;701;-;-;-;-;-;-;-;-;-;-
Manoel Emídio (PI);...;-;-;-;19000;-;-;-;-;-;-;...;300;-;300;120;-;-;-;-;-;9000;-;-;-;238;-;-;-;-;-;-;-;-;-;-
Marcolândia (PI);...;-;500;-;-;-;-;-;-;-;-;...;167;-;500;400;-;-;-;-;-;13200;-;-;-;1825;-;-;-;-;-;-;-;-;-;-
Massapê do Piauí (PI);...;-;200;-;-;-;-;-;-;-;-;...;328;-;-;129;-;-;-;-;-;-;-;-;-;199;-;-;-;-;-;-;-;-;-;-
Matias Olímpio (PI);...;-;-;-;-;-;-;-;-;-;-;...;400;-;250;329;-;-;-;-;-;10000;-;-;-;701;-;-;-;-;-;-;-;-;-;-
Miguel Alves (PI);...;-;-;-;13700;-;-;-;-;-;-;...;400;-;-;311;-;-;-;-;-;10000;8800;20000;-;718;-;-;-;-;-;-;-;-;-;-
Miguel Leão (PI);...;-;-;-;-;-;-;-;-;-;-;...;-;-;435;381;-;-;-;-;-;11000;-;-;-;1231;-;-;-;-;-;-;-;-;-;-
Milton Brandão (PI);...;-;-;-;-;-;-;-;-;-;-;...;265;-;-;178;-;-;-;-;-;7831;-;20000;-;534;-;-;-;-;-;-;-;-;-;-
Monsenhor Gil (PI);...;-;-;-;12500;-;-;-;-;-;-;...;290;-;371;299;-;-;-;-;-;10000;8500;25000;-;883;-;-;-;-;-;-;-;-;-;-
Monsenhor Hipólito (PI);...;-;-;-;-;-;-;-;-;-;-;...;720;-;-;270;-;-;-;-;-;12000;-;-;-;360;-;-;-;-;-;-;-;-;-;-
Monte Alegre do Piauí (PI);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;400;-;-;-;-;-;14000;-;-;-;8129;-;-;3821;-;-;-;-;-;-;-
Morro Cabeça no Tempo (PI);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;380;-;-;-;-;-;10000;-;-;-;900;-;-;-;-;-;-;-;-;-;-
Morro do Chapéu do Piauí (PI);...;-;-;-;13500;-;-;-;-;-;-;...;278;-;250;303;-;-;-;-;-;10000;-;30000;-;700;-;-;-;-;-;-;-;-;-;-
Murici dos Portelas (PI);...;-;-;-;-;-;-;-;-;-;-;...;300;-;-;543;-;-;-;-;-;10000;-;-;-;701;-;-;-;-;-;-;-;-;-;-
Nazaré do Piauí (PI);...;-;-;-;-;-;-;-;-;-;-;...;333;-;-;450;-;-;-;-;-;9000;-;-;-;458;-;-;-;-;-;-;-;-;-;-
Nazária (PI);...;-;-;-;-;-;-;-;-;-;-;...;242;-;333;367;-;-;-;-;-;10000;-;25000;-;1292;-;-;-;-;-;-;-;-;-;-
Nossa Senhora de Nazaré (PI);...;-;-;-;-;-;-;-;-;-;-;...;357;-;-;351;-;-;-;-;-;3509;-;-;-;1049;-;-;-;-;-;-;-;-;-;-
Nossa Senhora dos Remédios (PI);...;-;-;-;-;-;-;-;-;-;-;...;417;-;200;323;-;-;-;-;-;10000;-;-;-;800;-;-;-;-;-;-;-;-;-;-
Novo Oriente do Piauí (PI);...;-;-;-;-;-;-;-;-;-;-;...;316;-;400;50;-;-;-;-;-;10750;-;-;-;300;-;-;-;-;-;-;-;-;-;-
Novo Santo Antônio (PI);...;-;-;-;-;-;-;-;-;-;-;...;333;-;-;157;-;-;-;-;-;8000;-;-;-;742;-;-;-;-;-;-;-;-;-;-
Oeiras (PI);...;-;-;-;10000;-;-;-;-;-;-;...;200;-;356;120;-;-;-;-;-;12000;8000;15000;-;700;-;-;-;-;-;-;-;-;-;-
Olho D'Água do Piauí (PI);...;-;-;-;-;-;-;-;-;-;-;...;329;-;300;314;-;-;-;-;-;11767;-;25000;-;1980;-;-;-;-;-;-;-;-;-;-
Padre Marcos (PI);...;-;543;560;-;-;-;-;-;-;-;...;150;-;-;381;-;-;-;-;-;11600;-;-;-;1188;-;-;-;-;-;-;-;-;-;-
Paes Landim (PI);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;129;-;-;-;-;-;8480;-;-;-;400;-;-;-;-;-;-;-;-;-;-
Pajeú do Piauí (PI);...;-;-;-;-;-;-;-;-;-;-;...;100;-;167;79;-;-;-;-;-;5000;-;28529;31000;450;-;-;-;-;-;-;-;-;-;-
Palmeira do Piauí (PI);...;-;-;-;7000;-;-;-;-;-;-;...;437;-;500;517;-;-;-;-;-;7000;-;-;-;5635;-;-;2800;-;-;-;-;-;-;-
Palmeirais (PI);...;-;-;-;10333;-;-;-;-;-;-;...;316;-;314;339;-;-;-;-;-;9725;9300;24250;-;1147;-;-;3961;-;-;-;-;-;-;-
Paquetá (PI);...;-;-;-;-;-;-;-;-;-;-;...;350;-;-;420;-;-;-;-;-;8000;-;-;-;360;-;-;-;-;-;-;-;-;-;-
Parnaguá (PI);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;392;-;-;-;-;-;7000;-;-;-;1944;-;-;4081;-;-;-;-;-;-;-
Parnaíba (PI);...;-;-;-;18853;-;-;-;-;-;-;...;279;-;-;534;-;-;-;-;-;11000;9500;23705;-;700;-;-;-;-;-;-;-;-;-;-
Passagem Franca do Piauí (PI);...;-;-;-;5000;-;-;-;-;-;-;...;314;-;500;480;-;-;-;-;-;9700;-;20000;-;1295;-;-;-;-;-;-;-;-;-;-
Patos do Piauí (PI);...;-;-;-;10000;6750;-;-;-;-;-;...;333;-;-;120;-;-;-;-;-;8500;8000;16000;-;360;-;-;-;-;-;-;-;-;-;-
Pau D'Arco do Piauí (PI);...;-;-;-;-;-;-;-;-;-;-;...;341;-;333;300;-;-;-;-;-;10455;-;25000;-;1000;-;-;-;-;-;-;-;-;-;-
Paulistana (PI);...;-;500;-;10000;-;-;-;-;-;-;...;-;-;-;119;-;-;-;-;-;-;-;-;-;301;-;-;-;-;-;-;-;-;-;-
Pavussu (PI);...;-;-;-;-;-;-;-;-;-;-;...;387;-;600;600;-;-;-;-;-;10000;-;-;-;1500;-;-;-;-;-;-;-;-;-;-
Pedro II (PI);...;-;-;-;-;-;-;-;-;-;-;...;200;-;161;155;-;-;-;-;-;7793;-;18000;-;730;-;-;-;-;-;-;-;-;-;-
Pedro Laurentino (PI);...;-;-;-;-;-;-;-;-;-;-;...;250;-;-;60;-;-;-;-;-;11000;-;-;-;450;-;-;-;-;-;-;-;-;-;-
Nova Santa Rita (PI);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;131;-;-;-;-;-;4833;-;-;-;280;-;-;-;-;-;-;-;-;-;-
Picos (PI);...;-;-;-;18000;6000;-;-;-;-;-;...;351;-;-;120;-;-;-;-;-;13000;12000;18000;-;300;-;-;-;-;20000;-;-;-;-;-
Pimenteiras (PI);...;-;-;-;13375;-;-;-;-;-;-;...;350;-;400;137;-;-;-;-;-;10800;-;16350;-;353;-;-;-;-;-;-;-;-;-;-
Pio IX (PI);...;-;-;-;-;-;-;-;-;-;-;...;230;-;133;360;-;-;-;-;-;12000;-;-;-;600;-;-;-;-;-;-;-;-;-;-
Piracuruca (PI);...;-;-;-;15000;-;-;-;-;-;-;...;250;-;-;190;-;-;-;-;-;7863;-;-;-;1437;-;-;3000;-;-;-;-;-;-;-
Piripiri (PI);...;-;-;-;13800;-;-;-;-;-;-;...;240;-;250;195;-;-;-;-;-;9000;15000;22650;-;928;-;-;-;-;-;-;-;-;-;-
Porto (PI);...;-;-;-;-;-;-;-;-;-;-;...;429;-;-;365;-;-;-;-;-;10000;-;-;-;901;-;-;-;-;-;-;-;-;-;-
Prata do Piauí (PI);...;-;-;-;-;-;-;-;-;-;-;...;375;-;400;600;-;-;-;-;-;16000;-;20000;-;800;-;-;-;-;-;-;-;-;-;-
Queimada Nova (PI);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;90;-;-;-;-;-;9364;-;-;-;180;-;-;-;-;-;-;-;-;-;-
Redenção do Gurguéia (PI);...;-;-;-;7500;-;-;-;-;-;-;...;400;-;-;743;-;-;-;-;-;10000;-;20000;-;5308;-;-;3153;-;-;-;-;-;-;-
Regeneração (PI);...;-;-;-;13000;-;-;-;-;-;-;...;258;-;250;299;-;-;-;-;-;10000;-;-;-;2795;-;-;3750;-;-;-;-;-;-;-
Riacho Frio (PI);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;510;-;-;-;-;-;12000;-;-;-;600;-;-;-;-;-;-;-;-;-;-
Ribeira do Piauí (PI);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;302;-;-;-;-;-;12000;-;-;-;600;-;-;-;-;-;-;-;-;-;-
Rio Grande do Piauí (PI);...;-;-;-;12833;-;-;-;-;-;-;...;400;-;500;400;-;-;-;-;-;8640;-;20000;-;1250;-;-;-;-;-;-;-;-;-;-
Santa Cruz do Piauí (PI);...;-;-;-;-;-;-;-;-;-;-;...;277;-;-;180;-;-;-;-;-;4000;-;-;-;251;-;-;-;-;-;-;-;-;-;-
Santa Cruz dos Milagres (PI);...;-;-;-;-;-;-;-;-;-;-;...;286;-;-;120;-;-;-;-;-;8875;-;-;-;809;-;-;-;-;-;-;-;-;-;-
Santa Luz (PI);...;-;-;1000;15000;-;-;-;-;-;-;...;333;-;400;686;-;-;-;-;-;10000;-;-;-;1400;-;-;-;-;-;-;-;-;-;-
Santana do Piauí (PI);...;-;-;-;-;-;-;-;-;-;-;...;98;-;-;399;-;-;-;-;-;12000;-;-;-;330;-;-;-;-;-;-;-;-;-;-
Santa Rosa do Piauí (PI);...;-;-;-;9000;-;-;-;-;-;-;...;231;-;583;402;-;-;-;-;-;13500;-;-;-;1080;-;-;-;-;-;-;-;-;-;-
Santo Antônio de Lisboa (PI);...;-;-;-;-;7000;-;-;-;-;-;...;600;-;-;92;-;-;-;-;-;6000;-;-;-;600;-;-;-;-;-;-;-;-;-;-
Santo Antônio dos Milagres (PI);...;-;-;-;-;-;-;-;-;-;-;...;400;-;167;100;-;-;-;-;-;10833;-;-;-;752;-;-;-;-;-;-;-;-;-;-
Santo Inácio do Piauí (PI);...;-;-;-;-;-;-;-;-;-;-;...;300;-;-;301;-;-;-;-;-;15000;-;-;-;1050;-;-;-;-;-;-;-;-;-;-
São Braz do Piauí (PI);...;-;-;-;-;-;-;-;-;-;-;...;122;-;-;60;-;-;-;-;-;14000;-;-;-;440;-;-;-;-;-;-;-;-;-;-
São Félix do Piauí (PI);...;-;-;-;-;-;-;-;-;-;-;...;300;-;250;100;-;-;-;-;-;8600;-;-;-;594;-;-;-;-;-;-;-;-;-;-
São Francisco de Assis do Piauí (PI);...;-;250;-;-;-;-;-;-;-;-;...;167;-;-;134;-;-;-;-;-;4000;-;-;-;200;-;-;-;-;-;-;-;-;-;-
São Francisco do Piauí (PI);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;298;-;-;-;-;-;15000;-;-;-;1079;-;-;-;-;-;-;-;-;-;-
São Gonçalo do Gurguéia (PI);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;1020;-;-;-;-;-;7640;-;-;-;847;-;-;3600;-;-;-;-;-;-;-
São Gonçalo do Piauí (PI);...;-;-;-;-;-;-;-;-;-;-;...;165;-;100;507;-;-;-;-;-;10000;-;20000;-;4989;-;-;3900;-;-;-;-;-;-;-
São João da Canabrava (PI);...;-;-;-;-;-;-;-;-;-;-;...;150;-;-;180;-;-;-;-;-;10000;-;-;-;270;-;-;-;-;-;-;-;-;-;-
São João da Fronteira (PI);...;-;-;-;-;-;-;-;-;-;-;...;248;-;-;159;-;-;-;-;-;6983;-;-;-;731;-;-;-;-;-;-;-;-;-;-
São João da Serra (PI);...;-;-;-;-;-;-;-;-;-;-;...;333;-;-;276;-;-;-;-;-;10000;-;-;-;665;-;-;-;-;-;-;-;-;-;-
São João da Varjota (PI);...;-;-;-;-;-;-;-;-;-;-;...;165;-;-;40;-;-;-;-;-;15000;-;-;-;467;-;-;-;-;-;-;-;-;-;-
São João do Arraial (PI);...;-;-;-;8000;-;-;-;-;-;-;...;407;-;200;281;-;-;-;-;-;10000;-;-;-;711;-;-;-;-;-;-;-;-;-;-
São João do Piauí (PI);...;-;-;-;10333;-;-;-;-;-;-;...;500;-;-;121;-;-;-;-;-;12000;-;-;10000;350;-;-;-;-;-;-;-;-;-;12000
São José do Divino (PI);...;-;-;-;-;-;-;-;-;-;-;...;289;-;-;255;-;-;-;-;-;9633;-;-;-;969;-;-;-;-;-;-;-;-;-;-
São José do Peixe (PI);...;-;-;-;-;-;-;-;-;-;-;...;209;-;-;375;-;-;-;-;-;10000;-;-;-;1330;-;-;-;-;-;-;-;-;-;-
São José do Piauí (PI);...;-;-;-;-;-;-;-;-;-;-;...;130;-;-;360;-;-;-;-;-;14000;-;-;-;360;-;-;-;-;-;-;-;-;-;-
São Julião (PI);...;-;-;-;-;-;-;-;-;-;-;...;246;-;-;240;-;-;-;-;-;9000;-;-;-;380;-;-;-;-;-;-;-;-;-;-
São Lourenço do Piauí (PI);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;156;-;-;-;-;-;11192;-;-;-;149;-;-;-;-;-;-;-;-;-;-
São Luis do Piauí (PI);...;-;-;-;-;-;-;-;-;-;-;...;267;-;-;59;-;-;-;-;-;12000;-;-;-;90;-;-;-;-;-;-;-;-;-;-
São Miguel da Baixa Grande (PI);...;-;-;-;-;-;-;-;-;-;-;...;333;-;400;100;-;-;-;-;-;11000;-;-;-;2127;-;-;-;-;-;-;-;-;-;-
São Miguel do Fidalgo (PI);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;174;-;-;-;-;-;12000;-;-;-;720;-;-;-;-;-;-;-;-;-;-
São Miguel do Tapuio (PI);...;-;-;-;13375;-;-;-;-;-;-;...;123;-;-;174;-;-;-;-;-;8970;-;-;-;444;-;-;-;-;-;-;-;-;-;-
São Pedro do Piauí (PI);...;-;-;-;15000;-;-;-;-;-;-;...;244;-;100;100;-;-;-;-;-;6000;-;20000;-;2773;-;-;2700;-;15000;-;-;-;-;-
São Raimundo Nonato (PI);...;-;-;-;-;-;-;-;-;-;-;...;183;-;-;144;-;-;-;-;-;9600;-;-;-;244;-;-;-;-;-;-;-;-;-;-
Sebastião Barros (PI);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;976;-;-;-;-;-;11404;-;-;-;1199;-;-;3172;-;-;-;-;-;-;-
Sebastião Leal (PI);...;-;4500;-;10000;-;-;-;-;-;-;...;-;-;-;591;-;-;-;-;-;10000;-;-;-;6797;-;-;3479;1800;-;-;-;-;-;-
Sigefredo Pacheco (PI);...;-;-;-;-;-;-;-;-;-;-;...;218;-;-;216;-;-;-;-;-;11000;-;28364;-;440;-;-;-;-;-;-;-;-;-;-
Simões (PI);...;-;303;-;-;-;-;-;-;-;-;...;200;-;-;397;-;-;-;-;-;12000;-;16714;-;990;-;-;-;-;30000;-;-;-;-;-
Simplício Mendes (PI);...;-;-;-;10000;-;-;-;-;-;-;...;-;-;-;72;-;-;-;-;-;6000;-;-;-;180;-;-;-;-;-;-;-;-;-;-
Socorro do Piauí (PI);...;-;-;-;-;-;-;-;-;-;-;...;318;-;-;106;-;-;-;-;-;4800;-;-;-;510;-;-;-;-;-;-;-;-;-;-
Sussuapara (PI);...;-;-;-;17818;-;-;-;-;-;-;...;200;-;-;300;-;-;-;-;-;12000;-;20000;-;360;-;-;-;-;-;-;-;-;-;-
Tamboril do Piauí (PI);...;-;-;-;3667;-;-;-;-;-;-;...;500;-;-;239;-;-;-;-;-;3000;-;-;-;720;-;-;-;-;-;-;-;-;-;-
Tanque do Piauí (PI);...;-;-;-;-;-;-;-;-;-;-;...;285;-;216;243;-;-;-;-;-;12000;-;-;-;179;-;-;3000;-;-;-;-;-;-;-
Teresina (PI);...;-;-;-;14900;-;-;-;-;-;-;...;314;-;286;381;-;-;-;-;-;10174;9800;25000;-;1400;-;-;-;-;-;-;-;-;-;-
União (PI);...;-;-;-;10600;-;-;-;-;-;-;...;349;-;250;250;-;-;-;-;-;10000;8550;20000;-;1178;-;-;-;-;-;-;-;-;-;-
Uruçuí (PI);...;-;4050;-;10000;-;-;-;-;-;-;...;316;-;389;664;-;-;-;-;-;10506;-;24000;-;7526;-;-;3507;1835;-;-;-;-;-;-
Valença do Piauí (PI);...;-;-;-;25000;-;-;-;-;-;-;...;120;-;-;124;-;-;-;-;-;10000;3600;25000;-;217;-;-;-;-;-;-;-;-;-;-
Várzea Branca (PI);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;324;-;-;-;-;-;5600;-;-;-;567;-;-;-;-;-;-;-;-;-;-
Várzea Grande (PI);...;-;-;-;7800;-;-;-;-;-;-;...;291;-;596;133;-;-;-;-;-;10000;-;16800;-;396;-;-;-;-;-;-;-;-;-;-
